Question,Question_Subscale_or_Scale_Value,Avg_Aggregate_Description_Text_Response,Avg_Self_Comparison_Text_Response,Avg_Supervisor_Comparison_Text_Response,Avg_Subordinate_Comparison_Text_Response,Avg_Peer_Comparison_Text_Response,Coaching_Response
RULES3,1SD_Negative,Relative to the general population -1 SD RULES3.,Relative to the self-rating -1 SD RULES3.,Relative to the supervisor-rating -1 SD RULES3.,Relative to the subordinate ratings -1 SD RULES3.,Relative to the peer ratings -1 SD RULES3.,Coaching   -1 SD RULES3.
RULES3,Average,Relative to the general population Average RULES3.,Relative to the self-rating Average RULES3.,Relative to the supervisor-rating Average RULES3.,Relative to the subordinate ratings Average RULES3.,Relative to the peer ratings Average RULES3.,Coaching  Average RULES3.
RULES3,1SD_Positive,Relative to the general population +1 SD RULES3.,Relative to the self-rating +1 SD RULES3.,Relative to the supervisor-rating +1 SD RULES3.,Relative to the subordinate ratings +1 SD RULES3.,Relative to the peer ratings +1 SD RULES3.,Coaching   +1 SD RULES3.
RULES3,2SD_Positive,Relative to the general population +2 SD RULES3.,Relative to the self-rating +2 SD RULES3.,Relative to the supervisor-rating +2 SD RULES3.,Relative to the subordinate ratings +2 SD RULES3.,Relative to the peer ratings +2 SD RULES3.,Coaching   +2 SD RULES3.
RULES3,3SD_Positive,Relative to the general population +3 SD RULES3.,Relative to the self-rating +3 SD RULES3.,Relative to the supervisor-rating +3 SD RULES3.,Relative to the subordinate ratings +3 SD RULES3.,Relative to the peer ratings +3 SD RULES3.,Coaching   +3 SD RULES3.
RULES4,3SD_Negative,Relative to the general population -3 SD RULES4.,Relative to the self-rating -3 SD RULES4.,Relative to the supervisor-rating -3 SD RULES4.,Relative to the subordinate ratings -3 SD RULES4.,Relative to the peer ratings -3 SD RULES4.,Coaching   -3 SD RULES4.
RULES4,2SD_Negative,Relative to the general population -2 SD RULES4.,Relative to the self-rating -2 SD RULES4.,Relative to the supervisor-rating -2 SD RULES4.,Relative to the subordinate ratings -2 SD RULES4.,Relative to the peer ratings -2 SD RULES4.,Coaching   -2 SD RULES4.
RULES4,1SD_Negative,Relative to the general population -1 SD RULES4.,Relative to the self-rating -1 SD RULES4.,Relative to the supervisor-rating -1 SD RULES4.,Relative to the subordinate ratings -1 SD RULES4.,Relative to the peer ratings -1 SD RULES4.,Coaching   -1 SD RULES4.
RULES4,Average,Relative to the general population Average RULES4.,Relative to the self-rating Average RULES4.,Relative to the supervisor-rating Average RULES4.,Relative to the subordinate ratings Average RULES4.,Relative to the peer ratings Average RULES4.,Coaching  Average RULES4.
RULES4,1SD_Positive,Relative to the general population +1 SD RULES4.,Relative to the self-rating +1 SD RULES4.,Relative to the supervisor-rating +1 SD RULES4.,Relative to the subordinate ratings +1 SD RULES4.,Relative to the peer ratings +1 SD RULES4.,Coaching   +1 SD RULES4.
RULES4,2SD_Positive,Relative to the general population +2 SD RULES4.,Relative to the self-rating +2 SD RULES4.,Relative to the supervisor-rating +2 SD RULES4.,Relative to the subordinate ratings +2 SD RULES4.,Relative to the peer ratings +2 SD RULES4.,Coaching   +2 SD RULES4.
RULES4,3SD_Positive,Relative to the general population +3 SD RULES4.,Relative to the self-rating +3 SD RULES4.,Relative to the supervisor-rating +3 SD RULES4.,Relative to the subordinate ratings +3 SD RULES4.,Relative to the peer ratings +3 SD RULES4.,Coaching   +3 SD RULES4.
SERV1,3SD_Negative,Relative to the general population -3 SD SERV1.,Relative to the self-rating -3 SD SERV1.,Relative to the supervisor-rating -3 SD SERV1.,Relative to the subordinate ratings -3 SD SERV1.,Relative to the peer ratings -3 SD SERV1.,Coaching   -3 SD SERV1.
SERV1,2SD_Negative,Relative to the general population -2 SD SERV1.,Relative to the self-rating -2 SD SERV1.,Relative to the supervisor-rating -2 SD SERV1.,Relative to the subordinate ratings -2 SD SERV1.,Relative to the peer ratings -2 SD SERV1.,Coaching   -2 SD SERV1.
SERV1,1SD_Negative,Relative to the general population -1 SD SERV1.,Relative to the self-rating -1 SD SERV1.,Relative to the supervisor-rating -1 SD SERV1.,Relative to the subordinate ratings -1 SD SERV1.,Relative to the peer ratings -1 SD SERV1.,Coaching   -1 SD SERV1.
SERV1,Average,Relative to the general population Average SERV1.,Relative to the self-rating Average SERV1.,Relative to the supervisor-rating Average SERV1.,Relative to the subordinate ratings Average SERV1.,Relative to the peer ratings Average SERV1.,Coaching  Average SERV1.
SERV1,1SD_Positive,Relative to the general population +1 SD SERV1.,Relative to the self-rating +1 SD SERV1.,Relative to the supervisor-rating +1 SD SERV1.,Relative to the subordinate ratings +1 SD SERV1.,Relative to the peer ratings +1 SD SERV1.,Coaching   +1 SD SERV1.
SERV1,2SD_Positive,Relative to the general population +2 SD SERV1.,Relative to the self-rating +2 SD SERV1.,Relative to the supervisor-rating +2 SD SERV1.,Relative to the subordinate ratings +2 SD SERV1.,Relative to the peer ratings +2 SD SERV1.,Coaching   +2 SD SERV1.
SERV1,3SD_Positive,Relative to the general population +3 SD SERV1.,Relative to the self-rating +3 SD SERV1.,Relative to the supervisor-rating +3 SD SERV1.,Relative to the subordinate ratings +3 SD SERV1.,Relative to the peer ratings +3 SD SERV1.,Coaching   +3 SD SERV1.
SERV2,3SD_Negative,Relative to the general population -3 SD SERV2.,Relative to the self-rating -3 SD SERV2.,Relative to the supervisor-rating -3 SD SERV2.,Relative to the subordinate ratings -3 SD SERV2.,Relative to the peer ratings -3 SD SERV2.,Coaching   -3 SD SERV2.
SERV2,2SD_Negative,Relative to the general population -2 SD SERV2.,Relative to the self-rating -2 SD SERV2.,Relative to the supervisor-rating -2 SD SERV2.,Relative to the subordinate ratings -2 SD SERV2.,Relative to the peer ratings -2 SD SERV2.,Coaching   -2 SD SERV2.
SERV2,1SD_Negative,Relative to the general population -1 SD SERV2.,Relative to the self-rating -1 SD SERV2.,Relative to the supervisor-rating -1 SD SERV2.,Relative to the subordinate ratings -1 SD SERV2.,Relative to the peer ratings -1 SD SERV2.,Coaching   -1 SD SERV2.
SERV2,Average,Relative to the general population Average SERV2.,Relative to the self-rating Average SERV2.,Relative to the supervisor-rating Average SERV2.,Relative to the subordinate ratings Average SERV2.,Relative to the peer ratings Average SERV2.,Coaching  Average SERV2.
SERV2,1SD_Positive,Relative to the general population +1 SD SERV2.,Relative to the self-rating +1 SD SERV2.,Relative to the supervisor-rating +1 SD SERV2.,Relative to the subordinate ratings +1 SD SERV2.,Relative to the peer ratings +1 SD SERV2.,Coaching   +1 SD SERV2.
SERV2,2SD_Positive,Relative to the general population +2 SD SERV2.,Relative to the self-rating +2 SD SERV2.,Relative to the supervisor-rating +2 SD SERV2.,Relative to the subordinate ratings +2 SD SERV2.,Relative to the peer ratings +2 SD SERV2.,Coaching   +2 SD SERV2.
SERV2,3SD_Positive,Relative to the general population +3 SD SERV2.,Relative to the self-rating +3 SD SERV2.,Relative to the supervisor-rating +3 SD SERV2.,Relative to the subordinate ratings +3 SD SERV2.,Relative to the peer ratings +3 SD SERV2.,Coaching   +3 SD SERV2.
SERV3,3SD_Negative,Relative to the general population -3 SD SERV3.,Relative to the self-rating -3 SD SERV3.,Relative to the supervisor-rating -3 SD SERV3.,Relative to the subordinate ratings -3 SD SERV3.,Relative to the peer ratings -3 SD SERV3.,Coaching   -3 SD SERV3.
SERV3,2SD_Negative,Relative to the general population -2 SD SERV3.,Relative to the self-rating -2 SD SERV3.,Relative to the supervisor-rating -2 SD SERV3.,Relative to the subordinate ratings -2 SD SERV3.,Relative to the peer ratings -2 SD SERV3.,Coaching   -2 SD SERV3.
SERV3,1SD_Negative,Relative to the general population -1 SD SERV3.,Relative to the self-rating -1 SD SERV3.,Relative to the supervisor-rating -1 SD SERV3.,Relative to the subordinate ratings -1 SD SERV3.,Relative to the peer ratings -1 SD SERV3.,Coaching   -1 SD SERV3.
SERV3,Average,Relative to the general population Average SERV3.,Relative to the self-rating Average SERV3.,Relative to the supervisor-rating Average SERV3.,Relative to the subordinate ratings Average SERV3.,Relative to the peer ratings Average SERV3.,Coaching  Average SERV3.
SERV3,1SD_Positive,Relative to the general population +1 SD SERV3.,Relative to the self-rating +1 SD SERV3.,Relative to the supervisor-rating +1 SD SERV3.,Relative to the subordinate ratings +1 SD SERV3.,Relative to the peer ratings +1 SD SERV3.,Coaching   +1 SD SERV3.
SERV3,2SD_Positive,Relative to the general population +2 SD SERV3.,Relative to the self-rating +2 SD SERV3.,Relative to the supervisor-rating +2 SD SERV3.,Relative to the subordinate ratings +2 SD SERV3.,Relative to the peer ratings +2 SD SERV3.,Coaching   +2 SD SERV3.
SERV3,3SD_Positive,Relative to the general population +3 SD SERV3.,Relative to the self-rating +3 SD SERV3.,Relative to the supervisor-rating +3 SD SERV3.,Relative to the subordinate ratings +3 SD SERV3.,Relative to the peer ratings +3 SD SERV3.,Coaching   +3 SD SERV3.
SERV4,3SD_Negative,Relative to the general population -3 SD SERV4.,Relative to the self-rating -3 SD SERV4.,Relative to the supervisor-rating -3 SD SERV4.,Relative to the subordinate ratings -3 SD SERV4.,Relative to the peer ratings -3 SD SERV4.,Coaching   -3 SD SERV4.
SERV4,2SD_Negative,Relative to the general population -2 SD SERV4.,Relative to the self-rating -2 SD SERV4.,Relative to the supervisor-rating -2 SD SERV4.,Relative to the subordinate ratings -2 SD SERV4.,Relative to the peer ratings -2 SD SERV4.,Coaching   -2 SD SERV4.
SERV4,1SD_Negative,Relative to the general population -1 SD SERV4.,Relative to the self-rating -1 SD SERV4.,Relative to the supervisor-rating -1 SD SERV4.,Relative to the subordinate ratings -1 SD SERV4.,Relative to the peer ratings -1 SD SERV4.,Coaching   -1 SD SERV4.
SERV4,Average,Relative to the general population Average SERV4.,Relative to the self-rating Average SERV4.,Relative to the supervisor-rating Average SERV4.,Relative to the subordinate ratings Average SERV4.,Relative to the peer ratings Average SERV4.,Coaching  Average SERV4.
SERV4,1SD_Positive,Relative to the general population +1 SD SERV4.,Relative to the self-rating +1 SD SERV4.,Relative to the supervisor-rating +1 SD SERV4.,Relative to the subordinate ratings +1 SD SERV4.,Relative to the peer ratings +1 SD SERV4.,Coaching   +1 SD SERV4.
SERV4,2SD_Positive,Relative to the general population +2 SD SERV4.,Relative to the self-rating +2 SD SERV4.,Relative to the supervisor-rating +2 SD SERV4.,Relative to the subordinate ratings +2 SD SERV4.,Relative to the peer ratings +2 SD SERV4.,Coaching   +2 SD SERV4.
SERV4,3SD_Positive,Relative to the general population +3 SD SERV4.,Relative to the self-rating +3 SD SERV4.,Relative to the supervisor-rating +3 SD SERV4.,Relative to the subordinate ratings +3 SD SERV4.,Relative to the peer ratings +3 SD SERV4.,Coaching   +3 SD SERV4.
SERV5,3SD_Negative,Relative to the general population -3 SD SERV5.,Relative to the self-rating -3 SD SERV5.,Relative to the supervisor-rating -3 SD SERV5.,Relative to the subordinate ratings -3 SD SERV5.,Relative to the peer ratings -3 SD SERV5.,Coaching   -3 SD SERV5.
SERV5,2SD_Negative,Relative to the general population -2 SD SERV5.,Relative to the self-rating -2 SD SERV5.,Relative to the supervisor-rating -2 SD SERV5.,Relative to the subordinate ratings -2 SD SERV5.,Relative to the peer ratings -2 SD SERV5.,Coaching   -2 SD SERV5.
SERV5,1SD_Negative,Relative to the general population -1 SD SERV5.,Relative to the self-rating -1 SD SERV5.,Relative to the supervisor-rating -1 SD SERV5.,Relative to the subordinate ratings -1 SD SERV5.,Relative to the peer ratings -1 SD SERV5.,Coaching   -1 SD SERV5.
SERV5,Average,Relative to the general population Average SERV5.,Relative to the self-rating Average SERV5.,Relative to the supervisor-rating Average SERV5.,Relative to the subordinate ratings Average SERV5.,Relative to the peer ratings Average SERV5.,Coaching  Average SERV5.
SERV5,1SD_Positive,Relative to the general population +1 SD SERV5.,Relative to the self-rating +1 SD SERV5.,Relative to the supervisor-rating +1 SD SERV5.,Relative to the subordinate ratings +1 SD SERV5.,Relative to the peer ratings +1 SD SERV5.,Coaching   +1 SD SERV5.
SERV5,2SD_Positive,Relative to the general population +2 SD SERV5.,Relative to the self-rating +2 SD SERV5.,Relative to the supervisor-rating +2 SD SERV5.,Relative to the subordinate ratings +2 SD SERV5.,Relative to the peer ratings +2 SD SERV5.,Coaching   +2 SD SERV5.
SERV5,3SD_Positive,Relative to the general population +3 SD SERV5.,Relative to the self-rating +3 SD SERV5.,Relative to the supervisor-rating +3 SD SERV5.,Relative to the subordinate ratings +3 SD SERV5.,Relative to the peer ratings +3 SD SERV5.,Coaching   +3 SD SERV5.
SERV6,3SD_Negative,Relative to the general population -3 SD SERV6.,Relative to the self-rating -3 SD SERV6.,Relative to the supervisor-rating -3 SD SERV6.,Relative to the subordinate ratings -3 SD SERV6.,Relative to the peer ratings -3 SD SERV6.,Coaching   -3 SD SERV6.
SERV6,2SD_Negative,Relative to the general population -2 SD SERV6.,Relative to the self-rating -2 SD SERV6.,Relative to the supervisor-rating -2 SD SERV6.,Relative to the subordinate ratings -2 SD SERV6.,Relative to the peer ratings -2 SD SERV6.,Coaching   -2 SD SERV6.
SERV6,1SD_Negative,Relative to the general population -1 SD SERV6.,Relative to the self-rating -1 SD SERV6.,Relative to the supervisor-rating -1 SD SERV6.,Relative to the subordinate ratings -1 SD SERV6.,Relative to the peer ratings -1 SD SERV6.,Coaching   -1 SD SERV6.
SERV6,Average,Relative to the general population Average SERV6.,Relative to the self-rating Average SERV6.,Relative to the supervisor-rating Average SERV6.,Relative to the subordinate ratings Average SERV6.,Relative to the peer ratings Average SERV6.,Coaching  Average SERV6.
SERV6,1SD_Positive,Relative to the general population +1 SD SERV6.,Relative to the self-rating +1 SD SERV6.,Relative to the supervisor-rating +1 SD SERV6.,Relative to the subordinate ratings +1 SD SERV6.,Relative to the peer ratings +1 SD SERV6.,Coaching   +1 SD SERV6.
SERV6,2SD_Positive,Relative to the general population +2 SD SERV6.,Relative to the self-rating +2 SD SERV6.,Relative to the supervisor-rating +2 SD SERV6.,Relative to the subordinate ratings +2 SD SERV6.,Relative to the peer ratings +2 SD SERV6.,Coaching   +2 SD SERV6.
SERV6,3SD_Positive,Relative to the general population +3 SD SERV6.,Relative to the self-rating +3 SD SERV6.,Relative to the supervisor-rating +3 SD SERV6.,Relative to the subordinate ratings +3 SD SERV6.,Relative to the peer ratings +3 SD SERV6.,Coaching   +3 SD SERV6.
SERV7,3SD_Negative,Relative to the general population -3 SD SERV7.,Relative to the self-rating -3 SD SERV7.,Relative to the supervisor-rating -3 SD SERV7.,Relative to the subordinate ratings -3 SD SERV7.,Relative to the peer ratings -3 SD SERV7.,Coaching   -3 SD SERV7.
SERV7,2SD_Negative,Relative to the general population -2 SD SERV7.,Relative to the self-rating -2 SD SERV7.,Relative to the supervisor-rating -2 SD SERV7.,Relative to the subordinate ratings -2 SD SERV7.,Relative to the peer ratings -2 SD SERV7.,Coaching   -2 SD SERV7.
SERV7,1SD_Negative,Relative to the general population -1 SD SERV7.,Relative to the self-rating -1 SD SERV7.,Relative to the supervisor-rating -1 SD SERV7.,Relative to the subordinate ratings -1 SD SERV7.,Relative to the peer ratings -1 SD SERV7.,Coaching   -1 SD SERV7.
SERV7,Average,Relative to the general population Average SERV7.,Relative to the self-rating Average SERV7.,Relative to the supervisor-rating Average SERV7.,Relative to the subordinate ratings Average SERV7.,Relative to the peer ratings Average SERV7.,Coaching  Average SERV7.
SERV7,1SD_Positive,Relative to the general population +1 SD SERV7.,Relative to the self-rating +1 SD SERV7.,Relative to the supervisor-rating +1 SD SERV7.,Relative to the subordinate ratings +1 SD SERV7.,Relative to the peer ratings +1 SD SERV7.,Coaching   +1 SD SERV7.
SERV7,2SD_Positive,Relative to the general population +2 SD SERV7.,Relative to the self-rating +2 SD SERV7.,Relative to the supervisor-rating +2 SD SERV7.,Relative to the subordinate ratings +2 SD SERV7.,Relative to the peer ratings +2 SD SERV7.,Coaching   +2 SD SERV7.
SERV7,3SD_Positive,Relative to the general population +3 SD SERV7.,Relative to the self-rating +3 SD SERV7.,Relative to the supervisor-rating +3 SD SERV7.,Relative to the subordinate ratings +3 SD SERV7.,Relative to the peer ratings +3 SD SERV7.,Coaching   +3 SD SERV7.
SERV8,3SD_Negative,Relative to the general population -3 SD SERV8.,Relative to the self-rating -3 SD SERV8.,Relative to the supervisor-rating -3 SD SERV8.,Relative to the subordinate ratings -3 SD SERV8.,Relative to the peer ratings -3 SD SERV8.,Coaching   -3 SD SERV8.
SERV8,2SD_Negative,Relative to the general population -2 SD SERV8.,Relative to the self-rating -2 SD SERV8.,Relative to the supervisor-rating -2 SD SERV8.,Relative to the subordinate ratings -2 SD SERV8.,Relative to the peer ratings -2 SD SERV8.,Coaching   -2 SD SERV8.
